TL,TM,TR,ML,MM,MR,BL,BM,BR,CLASS
1,2,2,1,2,1,0,2,1,lose
1,2,2,1,2,0,2,1,1,lose
1,2,2,0,1,2,1,1,2,lose
1,2,2,0,2,1,1,2,1,lose
1,2,2,0,2,1,2,1,1,lose
1,2,0,1,2,1,2,2,1,lose
1,2,0,1,2,1,0,2,0,lose
1,2,0,1,2,0,0,2,1,lose
1,2,0,2,2,1,1,2,1,lose
1,2,0,0,2,1,1,2,0,lose
1,2,0,0,2,1,0,2,1,lose
1,2,0,0,2,0,1,2,1,lose
1,0,1,1,1,2,2,2,2,lose
1,0,1,1,2,1,2,2,2,lose
1,0,1,1,0,0,2,2,2,lose
1,0,1,2,1,1,2,2,2,lose
1,0,1,2,2,2,1,1,2,lose
1,0,1,2,2,2,1,2,1,lose
1,0,1,2,2,2,1,0,0,lose
1,0,1,2,2,2,2,1,1,lose
1,0,1,2,2,2,0,1,0,lose
1,0,1,2,2,2,0,0,1,lose
1,0,1,0,1,0,2,2,2,lose
1,0,1,0,0,1,2,2,2,lose
1,0,2,1,1,2,2,1,2,lose
1,0,2,1,1,2,0,0,2,lose
1,0,2,1,2,1,2,1,2,lose
1,0,2,1,2,1,2,2,1,lose
1,0,2,1,2,1,2,0,0,lose
1,0,2,1,2,2,2,1,1,lose
1,0,2,1,2,0,2,1,0,lose
1,0,2,1,2,0,2,0,1,lose
1,0,2,1,0,2,0,1,2,lose
1,0,2,2,1,2,1,1,2,lose
1,0,2,2,2,1,2,1,1,lose
1,0,2,0,1,2,1,0,2,lose
1,0,2,0,1,2,0,1,2,lose
1,0,2,0,2,1,2,1,0,lose
1,0,2,0,2,1,2,0,1,lose
1,0,2,0,2,0,2,1,1,lose
1,0,2,0,0,2,1,1,2,lose
1,0,0,1,1,0,2,2,2,lose
1,0,0,1,0,1,2,2,2,lose
1,0,0,2,2,2,1,1,0,lose
1,0,0,2,2,2,1,0,1,lose
1,0,0,2,2,2,0,1,1,lose
1,0,0,0,1,1,2,2,2,lose
2,1,1,1,1,0,2,2,2,lose
2,1,1,1,2,1,2,0,2,lose
2,1,1,1,2,1,0,2,2,lose
2,1,1,1,2,2,1,0,2,lose
2,1,1,1,2,2,0,1,2,lose
2,1,1,1,2,0,1,2,2,lose
2,1,1,1,2,0,2,1,2,lose
2,1,1,1,2,0,0,0,2,lose
2,1,1,1,0,1,2,2,2,lose
2,1,1,2,1,1,2,2,0,lose
2,1,1,2,1,1,2,0,2,lose
2,1,1,2,1,2,2,0,1,lose
2,1,1,2,1,0,2,2,1,lose
2,1,1,2,1,0,2,0,0,lose
2,1,1,2,2,1,1,0,2,lose
2,1,1,2,2,1,2,1,0,lose
2,1,1,2,2,1,0,1,2,lose
2,1,1,2,2,2,1,1,0,lose
2,1,1,2,2,2,1,0,1,lose
2,1,1,2,2,2,0,1,1,lose
2,1,1,2,2,0,1,1,2,lose
2,1,1,2,2,0,2,1,1,lose
2,1,1,2,0,1,2,1,2,lose
2,1,1,2,0,1,2,0,0,lose
2,1,1,2,0,2,2,1,1,lose
2,1,1,2,0,0,2,1,0,lose
2,1,1,2,0,0,2,0,1,lose
2,1,1,0,1,1,2,2,2,lose
2,1,1,0,2,1,1,2,2,lose
2,1,1,0,2,1,2,1,2,lose
2,1,1,0,2,1,0,0,2,lose
2,1,1,0,2,2,1,1,2,lose
2,1,1,0,2,0,1,0,2,lose
2,1,1,0,2,0,0,1,2,lose
2,1,2,1,1,2,1,0,2,lose
2,1,2,1,2,1,1,0,2,lose
2,1,2,1,2,1,2,1,0,lose
2,1,2,1,2,1,2,0,1,lose
2,1,2,1,2,1,0,1,2,lose
2,1,2,1,2,0,1,1,2,lose
2,1,2,1,2,0,2,1,1,lose
2,1,2,1,0,2,1,1,2,lose
2,1,2,2,1,1,2,0,1,lose
2,1,2,2,0,1,2,1,1,lose
2,1,2,0,2,1,1,1,2,lose
2,1,2,0,2,1,2,1,1,lose
2,1,0,1,2,1,1,2,2,lose
2,1,0,1,2,1,2,1,2,lose
2,1,0,1,2,1,0,0,2,lose
2,1,0,1,2,2,1,1,2,lose
2,1,0,1,2,0,1,0,2,lose
2,1,0,1,2,0,0,1,2,lose
2,1,0,2,1,1,2,2,1,lose
2,1,0,2,1,1,2,0,0,lose
2,1,0,2,1,0,2,0,1,lose
2,1,0,2,2,1,1,1,2,lose
2,1,0,2,2,1,2,1,1,lose
2,1,0,2,0,1,2,1,0,lose
2,1,0,2,0,1,2,0,1,lose
2,1,0,2,0,0,2,1,1,lose
2,1,0,0,2,1,1,0,2,lose
2,1,0,0,2,1,0,1,2,lose
2,1,0,0,2,0,1,1,2,lose
2,2,1,1,2,1,1,2,0,lose
2,2,1,1,2,1,1,0,2,lose
2,2,1,1,2,1,0,1,2,lose
2,2,1,1,2,0,1,1,2,lose
2,2,1,1,2,0,1,2,1,lose
2,2,1,2,1,1,2,1,0,lose
2,2,1,2,1,0,2,1,1,lose
2,2,1,0,2,1,1,1,2,lose
2,2,2,1,1,2,1,1,0,lose
2,2,2,1,1,2,1,0,1,lose
2,2,2,1,1,2,0,1,1,lose
2,2,2,1,1,0,1,1,2,lose
2,2,2,1,1,0,1,2,1,lose
2,2,2,1,1,0,1,0,0,lose
2,2,2,1,1,0,2,1,1,lose
2,2,2,1,1,0,0,1,0,lose
2,2,2,1,1,0,0,0,1,lose
2,2,2,1,2,1,1,1,0,lose
2,2,2,1,2,1,1,0,1,lose
2,2,2,1,2,1,0,1,1,lose
2,2,2,1,0,1,1,1,2,lose
2,2,2,1,0,1,1,2,1,lose
2,2,2,1,0,1,1,0,0,lose
2,2,2,1,0,1,2,1,1,lose
2,2,2,1,0,1,0,1,0,lose
2,2,2,1,0,1,0,0,1,lose
2,2,2,1,0,0,1,1,0,lose
2,2,2,1,0,0,1,0,1,lose
2,2,2,1,0,0,0,1,1,lose
2,2,2,2,1,1,1,1,0,lose
2,2,2,2,1,1,1,0,1,lose
2,2,2,2,1,1,0,1,1,lose
2,2,2,0,1,1,1,1,2,lose
2,2,2,0,1,1,1,2,1,lose
2,2,2,0,1,1,1,0,0,lose
2,2,2,0,1,1,2,1,1,lose
2,2,2,0,1,1,0,1,0,lose
2,2,2,0,1,1,0,0,1,lose
2,2,2,0,1,0,1,1,0,lose
2,2,2,0,1,0,1,0,1,lose
2,2,2,0,1,0,0,1,1,lose
2,2,2,0,0,1,1,1,0,lose
2,2,2,0,0,1,1,0,1,lose
2,2,2,0,0,1,0,1,1,lose
2,2,0,1,2,1,1,1,2,lose
2,2,0,1,2,1,1,2,1,lose
2,2,0,2,1,1,2,1,1,lose
2,0,1,1,2,1,1,2,2,lose
2,0,1,1,2,1,2,1,2,lose
2,0,1,1,2,1,0,0,2,lose
2,0,1,1,2,2,1,1,2,lose
2,0,1,1,2,0,1,0,2,lose
2,0,1,1,2,0,0,1,2,lose
2,0,1,2,1,1,2,1,2,lose
2,0,1,2,1,1,2,0,0,lose
2,0,1,2,1,2,2,1,1,lose
2,0,1,2,1,0,2,1,0,lose
2,0,1,2,1,0,2,0,1,lose
2,0,1,2,2,1,1,1,2,lose
2,0,1,2,0,1,2,1,0,lose
2,0,1,2,0,0,2,1,1,lose
2,0,1,0,2,1,1,0,2,lose
2,0,1,0,2,1,0,1,2,lose
2,0,1,0,2,0,1,1,2,lose
2,0,2,1,1,2,1,1,2,lose
2,0,2,1,2,1,1,1,2,lose
2,0,2,1,2,1,2,1,1,lose
2,0,2,2,1,1,2,1,1,lose
2,0,0,1,2,1,1,0,2,lose
2,0,0,1,2,1,0,1,2,lose
2,0,0,1,2,0,1,1,2,lose
2,0,0,2,1,1,2,1,0,lose
2,0,0,2,1,1,2,0,1,lose
2,0,0,2,1,0,2,1,1,lose
2,0,0,2,0,1,2,1,1,lose
2,0,0,0,2,1,1,1,2,lose
0,1,1,1,1,2,2,2,2,lose
0,1,1,1,2,1,2,2,2,lose
0,1,1,1,0,0,2,2,2,lose
0,1,1,2,1,1,2,2,2,lose
0,1,1,2,2,2,1,1,2,lose
0,1,1,2,2,2,1,2,1,lose
0,1,1,2,2,2,1,0,0,lose
0,1,1,2,2,2,2,1,1,lose
0,1,1,2,2,2,0,1,0,lose
0,1,1,2,2,2,0,0,1,lose
0,1,1,0,1,0,2,2,2,lose
0,1,1,0,0,1,2,2,2,lose
0,1,2,1,1,2,1,2,2,lose
0,1,2,1,1,2,0,0,2,lose
0,1,2,1,2,1,2,1,2,lose
0,1,2,1,2,1,2,2,1,lose
0,1,2,1,2,1,2,0,0,lose
0,1,2,1,2,2,1,1,2,lose
0,1,2,1,2,2,2,1,1,lose
0,1,2,1,2,0,2,1,0,lose
0,1,2,1,2,0,2,0,1,lose
0,1,2,1,0,2,1,0,2,lose
0,1,2,1,0,2,0,1,2,lose
0,1,2,2,2,1,2,1,1,lose
0,1,2,0,1,2,1,0,2,lose
0,1,2,0,2,1,2,1,0,lose
0,1,2,0,2,1,2,0,1,lose
0,1,2,0,2,0,2,1,1,lose
0,1,2,0,0,2,1,1,2,lose
0,1,0,1,1,0,2,2,2,lose
0,1,0,1,0,1,2,2,2,lose
0,1,0,2,2,2,1,1,0,lose
0,1,0,2,2,2,1,0,1,lose
0,1,0,2,2,2,0,1,1,lose
0,1,0,0,1,1,2,2,2,lose
0,2,1,1,2,1,1,2,2,lose
0,2,1,1,2,1,0,2,0,lose
0,2,1,1,2,2,1,2,1,lose
0,2,1,1,2,0,1,2,0,lose
0,2,1,1,2,0,0,2,1,lose
0,2,1,0,2,1,1,2,0,lose
0,2,1,0,2,0,1,2,1,lose
0,2,2,1,1,2,1,1,2,lose
0,2,2,1,2,1,1,2,1,lose
0,2,2,1,2,1,2,1,1,lose
0,2,0,1,2,1,1,2,0,lose
0,2,0,1,2,1,0,2,1,lose
0,2,0,1,2,0,1,2,1,lose
0,2,0,0,2,1,1,2,1,lose
0,0,1,1,1,0,2,2,2,lose
0,0,1,1,0,1,2,2,2,lose
0,0,1,2,2,2,1,1,0,lose
0,0,1,2,2,2,1,0,1,lose
0,0,1,2,2,2,0,1,1,lose
0,0,1,0,1,1,2,2,2,lose
0,0,2,1,1,2,1,0,2,lose
0,0,2,1,1,2,0,1,2,lose
0,0,2,1,2,1,2,1,0,lose
0,0,2,1,2,1,2,0,1,lose
0,0,2,1,2,0,2,1,1,lose
0,0,2,1,0,2,1,1,2,lose
0,0,2,0,1,2,1,1,2,lose
0,0,2,0,2,1,2,1,1,lose
1,1,2,2,1,1,1,2,2,lose
1,1,2,2,2,1,1,1,2,lose
1,1,2,2,2,1,1,2,1,lose
1,2,1,1,1,2,2,1,2,lose
1,2,1,1,2,1,2,1,2,lose
1,2,1,1,2,2,2,1,1,lose
1,2,1,2,1,1,2,1,2,lose
1,2,1,2,2,1,1,1,2,lose
1,2,2,2,1,1,1,1,2,lose
2,1,1,1,1,2,2,2,1,lose
2,1,1,1,2,2,1,2,1,lose
2,1,1,1,2,2,2,1,1,lose
2,1,2,1,1,2,1,2,1,lose
2,1,2,1,2,1,1,2,1,lose
2,1,2,2,1,1,1,2,1,lose
2,2,1,1,1,2,2,1,1,lose
